əkəbə~dhə	əkbəndʰə
beʃəkə	beʃək
beʃərəmə	beʃərəm
beʃərəmə	 <beʃərəmə>  adj  
beʃudhdhə	beʃuddʰ
beʃumarə	beʃumar
beʃumarə	 <beʃumarə>  adj  
besəɳu~	besɳu~
besəvu~	besvu~
besvadə	besvad
behalə	behal
behuudii	behudi
bəirii	bəiri
bokhu~	bokʰu~
bogədu~	bogdu~
bocii	boci
boɟə	boɟ
boɖəvu~	boɖvu~
boɖu~	boɖu~
boɳii	boɳi
bodu~	bodu~
bodhə	bodʰ
borə	bor
bolə	bol
boləvu~	bolvu~
bolacalii	bolacali
bolii	boli
bovu~	bovu~
boɭəvu~	boɭvu~
bjaʃii	bjaʃi
brahməɳə	brahməɳ
bhəktə	bʰəktə
bhəktaɳii	bʰəktaɳi
bhəkti	bʰəkti
bhəgətə	bʰəgət
bhəgətaɳii	bʰəgtaɳi
bhəgəvətii	bgvəti
bhəgəvanə	b+əgvan
bhəgəvu~	bʰəgvu~
bhəginii	bgini
bhədiirəthə	bgirətʰ
bhəgnə	bʰəgnə
bhəcəɖəvu~	bʰəcəɖvu~
bəɟənə	bʰəɟən
bhəɟəvəvu~	bʰəɟəvvu~
bhəɟəvu~	bʰəɟvu~
bpəjiyu~	bʰəɟiju~
bhəɟiju~	bʰəʈəkvu~
bhəʈəkavu~	bʰəʈkavu~
bhəʈuuriju~	bʰəturiju~
bhəttə	bhəʈʈə
bhəʈhʈhii	bʰəʈʰʈʰi
bhəʈhʈhii	 <bhəʈhʈhii>  fem  1 an 
bhəɖə	bʰəɖ
bhəɖəviirə	bʰəɖvir
bhəɖəkii	bʰəɖki
bhəɖəko	bʰɖko
bhəɖako	bʰəɖako
bhəɳəkarə	bʰəɳkar
bhəɳətərə	bʰəɳtər
bhəɳəvu~	bʰəɳvu~
bhətriiɟii	bʰətriɟi
bhədrə	bʰədrə
bhəpəko	bʰəpko
bhəbhəkə	bʰəbʰək
bhəbhuukəvu~	bʰəbʰukvu~
bhəbhuutə	bʰəbʰut
bhəbhuutii	bʰəbʰuti
bhəmərii	bʰəmri
bhəməro	bʰəmro
bhəməvu~	bʰəmvu~
bhəmmərə	bʰəmmər
bhəjə~kərə	bʰəjankər
bhəjə~kərə	 <bhəjə~kərə>  adj  
bhəjanəkə	bʰəjanək
bhəjanəkə	 <bhəjanəkə>  
bhərəɖəvu~	bʰərəɖvu~
bhərətə	bʰərət
bhərətii	bʰərti
bhərəpuurə	bʰərpur
bhərəmə	bʰərəm
bhərəmavu~	bʰərmavu~
bhərəvəvu~	bʰərəvvu~
bhərəvaɖə	bʰərvaɖ
bhərəvaɖə	 <bhərəvaɖə>  masc  
bhərəvu~	bʰərvu~
bhərau	bʰərau
bhəroso	bʰəroso
bhəroso	 <bhəroso>  masc  
bhəlaii	bʰəlai
bhəlaməɳə	bʰəlaməɳ
bhəlu~	bʰəlu~
bhəle	bʰəle
bhəvə	bʰəv
bhəvənə	bʰəvən
bhəvaii	bʰəvai
bhəvaɖo	bʰəvaɖo
bhəvanii	bʰəvani
bhəvajo	bʰəvajo
bhəvis°jə	bʰəviʃjə
bhəvu~	bʰəvu~
bhəvobhəvə	bʰəvobʰəv
bhəvjə	bʰəvjə
bhəsəvu~	bʰəsvu~
bhəɭətu~	bʰəɭtu~
bhəɭəvu~	bʰəɭvu~
bhə~gaɳə	bʰə˜gaɳ
bhə~garə	bʰə˜gar
bhə~ɖarə	bʰəɳɖar
bhə~ɖaro	bʰəɳɖaro
bhə~ɖaro	bʰəɳɖo
bhə~bherəvu~	bʰəmbʰervu~
bha	bʰa
bhaii	bʰai
bhaiicaro	bʰaicaro
bhaiibə~dhii	bʰaibəndi
bhaiibha~ɖu	bʰaibʰa~ɳɖu
bhakhərii	bʰakʰri
bhagə	bʰag
bhagəvu~	bʰagvu~
bhagakarə	bʰagakar
bhagiidarə	bʰagidar
bhagiidarii	bʰagidari
bhagoɭə	bʰagoɭ
bhagjə	bʰagjə
bhagju~tuʈju~	bʰagju~tuʈju~
bhagje	əbʰagje
bhaɟii	bʰaɟi
bhaɟiimuuɭa	bʰaɟimuɭa
bhaʈə	bʰaʈ
bhaʈaii	bʰaʈai
bhaʈijo	bʰaʈijo
bhaɖu~	bʰaɖu~
bhaɖutə	bʰaɖut
bhaɳijo	bʰaɳijo
bhaɳii	bʰaɳi
bhaɳu~	bʰaɳu~
bhaɳeɟə	bʰaɳeɟ
bhaɳo	bʰaɳo
bhatə	bʰat
badərəvo	bʰadərvo
bhanə	bʰan
bhabhii	bʰabʰi
bharə	bʰar
bharəɳə	bʰarəɳ
bharətə	bʰarət
bharətiijə	bʰartijə
bhare	bʰare
bharo	bʰaro
bhaloɖu~	bʰaloɖu~
bhavə	bʰav
bhavəna	bʰavna
bhavəvu~	bʰavvu~
bhavarthə	bʰavartʰə
	bʰavi
bhavikə	bʰavik
bhas°əɳə	bʰaʃəɳ
bhas°a	bʰaʃa
bhas°a~tərə	bʰaʃa~ntər
bhas°jə	bʰaʃjə
bhasə	bʰas
bhaɭə	bʰaɭ
bhaɭəvu~	bʰaɭvu~
bha~gə	bʰa~˜gə
bha~gəphoɖə	bʰa~gpʰoɖ
bha~gəro	bʰa~˜gro
bha~gəvu~	bʰa~gvu~
bha~ɟəgəɖə	bʰa~ɟgəɖ
bha~ɖəvu~	bʰa~ɳɖvu~
bha~bhərəvu~	bʰa~bʰərvu~
bhikharəɳə	bʰikʰarəɳ
bhikharii	bʰikʰari
bhinnə	bʰinnə
bhiikhə	bʰikʰ
bhiiɖə	bʰiɖ
bhiiɖəvu~	bʰiɖvu~
bhiitərə	bʰitər
bhiinaʃə	bʰinaʃ
bhiinu~	bʰinu~
bhiilə	bʰil
bhii~gəɖu~	bʰi~gɖu~
bhiiɟəvəvu~	bʰi~ɟəvvu~
bhiɖo	bʰiɳɖo
bhi~tə	bʰi~t
bhuusko	bʰusko
bhuukə~pə	bʰukəmp
bhuukii	bʰuki
bhuuko	bʰuko
bhuukhə	bʰukʰ
bhuukhəru~	bʰukʰru
bhuukhju~	bʰukʰju~
bhugoɭə	bʰugoɭ
bhucərə	bʰucər
bhuutə	bʰut
bhuutavəɭə	bʰutavəɭ
bhuudevə	bʰudev
bhuumi	bʰumi
bhuumika	bʰumika
bhuumiti	bʰumiti
bhuumidahə	bʰumidah
bhuurəkii	bʰurki
bhuuriju~	bʰuriju~
bhuuru~	bʰuru~
bhuulə	bʰul
bhuuləvu~	bʰulvu~
bhuulu~	bʰulu~
bhuuvo	bʰuvo
bhu~kəvu~	bʰu~kvu~
bhu~gəɭə	bʰu˜gə
bhu~gəɭii	bʰu~˜gəɭi
bhu~gəɭu~	bʰu~˜gəɭu~
bhu~ɟəvu~	bʰu~ɟvu~
bhuu~ɖə	bʰuɳɖ
bbhuu~ɖaii	bʰuɳɖai
bhuuɖu~	bʰuɳɖu~
bhuu~səvu~	bʰu~svu~
bhegə	bʰeg
bhegə	bʰegu~
bheɟə	bʰeɟ
bheɟu~	bʰeɟu~
bheʈə	bʰeʈ
bheʈəvu~	bʰeʈvu~
bheʈo	bʰeʈo
bhedə	bʰed
bhedəbhavə	bʰedbʰav
bhedəvu~	bʰedvu~
bhedii	bʰedi
bhedu	bʰedu
bherəvəvu~	bʰerəvvu~
bheɭə	bʰeɭ
bheɭəvəvu~	bʰeɭəvvu~
bheɭəseɭə	bʰeɭseɭ
bheɭəseɭiiju~	bʰeɭseɭiju~
bhe~ʃə ~ bhe~sə	bʰ´~s ~ bʰ´~ʃ
bhoii	bʰoi
bhogə	bʰog
bhogəvəʈo	bʰogvəʈo
bhogəvəvu~	bʰogəvvu~
bhogvilaəs	bʰogvilas
bhogii	bʰogi
bhogjə	bʰogjə
bhoɟənə	bʰoɟən
bhoʈə	bʰoʈ
bhoʈəvo	bʰoʈvo
bhomijo	bʰomijo
bhori~gə	bʰori˜g
bholu~	bʰolu~
bhoɭəvəvu~	bʰoɭəvvu~
bhoɭu~	bʰoɭu~
bhokəvu~	bʰø~kvu~
bhoʈhəpə	bʰø~ʈʰəp
bhoʈhu~	bʰø~ʈʰu~
bhoə	bʰø~j
bhojətəɭiju~	bʰø~jtəɭiju~
bhojəru~	bʰø~jru~
bhəugolikə	bʰəugolik
bhətikə	bʰəutik
bhrəmə	bʰrəm
bhrəs°ʈə	bʰrəʃʈə
bhrəs°ʈacarə	bʰrəʃʈacar
bhraməkə	bʰramək
bra~ti	bʰra~nti
br≤uɳə	bʰruɳ
məkərə	məkər raʃi
məkaii	məkai
məkanə	məkan
məkkəmə	məkkəm
məkhəmələ	məkʰməl
məgə	məg
məgəɟə	məgəɟ
məgətəru~	məgətru~
məgəphəɭii	məgpʰəɭi
məgərə	məgər
məcəkə	məcək
məcəkoɖə	məckoɖ
məcəɖəvu~	məcəɖvu~
məcchərə	məccʰər
məchəvo	məcʰvo
məɟənuu	məɟnu
məɟəbuutə	məɟbut
məɟəbuutii	məɟbuti
məɟəbuurə	məɟbur
məɟəbuurii	məɟburi
məɟa	məɟa
məɟuurə	məɟur
məɟuusə	məɟus
məɟɟa	məɟɟa
məʈəku~	məʈku~
məʈəvu~	məʈvu~
məʈhə	məʈʰ
məʈharəvu~	məʈʰarvu~
məʈho	məʈʰo
məɖədu~	məɖdu~
məɖaga~ʈhə	məɖaga~ʈʰ
məɖhəvu~	məɖʰvu~
məɳi	məɳi
məɳijarə	məɳijar
mətə	mət
mətədarə	mətdar
mətəpətrə	mətpətrə
mətəbhedə	mətbʰed
mətələbə	mətləb
mətələbiju~	mətləbiju~
məti	məti
mətu~	mətu~
məthəvu~	mətʰvu~
məthaməɳə	mətʰaməɳ
məthaɭu~	mətʰaɭu~
mədədə	mədəd
mədəniju~	mədəniju~
mədarii	mədari
mədira	mədira
mədhə	mədʰ
mədhurə	mədʰur
mədhjə	mədʰjə
mədhəratə	mədʰrat
mənə	mən
mənənə	mənən
mənəsubo	mənsubo
mənəsvii	mənəsvi
mənaii	mənai
mənaməɳu~	mənamɳu~
mənavəvu~	mənavvu~
məniis°a	məniʃa
mənus°jə	mənuʃjə
məne	məne
mənobəɭə	mənobəɭ
mənorəthə	mənorətʰ
mənohərə	mənohər
məphətə	məpʰət
məbələkhə	məbləkʰ
məmətə	məmət
məməra	məmro
mərəkəvu~	mərəkvu~
mərəghii	mərgʰi
mərəɟadə	mərɟad
mərəɟadii	mərɟadi
mərəɟijatə	mərɟijat
mərəɟii	mərɟi
mərəɟiivo	mərɟivo
mərəɖavu~	mərɖavu~
mərəɖo	mərɖo
mərəɳə	mərəɳ
mərəɳiju~	mərəɳiju~
mərədə	mərəd
mərəvu~	mərvu~
mərəvo	mərvo
mərəsijo	mərəsijo
mərəhuumə	mərhum
məramətə	məramət
mərii	məri
məroɖə	məroɖ
mərmə	mərmə
mərjada	mərjada
mərjaditə	mərjadit
mələkəvu~	mələkvu~
mələmə	mələm
mələmələ	məlməl
məlaii	məlai
məvalii	məvali
məʃəru~	məʃru
məʃəhuurə	məʃhur
məʃkərii	məʃkəri
məsələtə	məslət
məsəɭəvu~	məsəɭvu~
məsaɳə	məsaɳ
məsaɳija	məsaɳijo
məsalo	məsalo
məso	məso
məstəkə	məstək
məhərs°i	məhərʃi
məhə~tə	məhənt
məha	məha
məhakavjə	məhakavjə
məhamarii	məhamari
məharəthii	məharətʰi
məharaɟə	məharaɟ
məharaɟa	məharaɟa
məharaɳii	məharani
məhaləjə	məhaləj
məhavəro	məhavro
məhino	məhino
məhila	məhila
məhuuvərə	məhuvər
məhe~kə	məh´~k
məheccha	məheccʰa
məheɳu~	məheɳu~
məhetələ	məhetəl
məhetii	məheti
məheto	məheto
məhenətə	məhenət
məhemanə	məheman
məhelə	məhel
məɭətərə	məɭtər
məɭəvu~	məɭvu~
mə~koɖo	mə˜koɖo
mə~gəɭəvarə	mə˜gəɭvar
mə~ɟiira	məµɟira
mə~ɟuurə	məµɟur
mə~,ɟuurii	məµɟuri
mə~ɖəpə	məɳɖəp
mə~ɖəvu~	məɳɖvu~
mə~tərəvu~	məntərvu~
mə~təvjə	məntəvjə
mə~trə	məntrə
mə~trii	məntri
mə~thənə	məntʰən
mə~də	mənd
mə~dəvaɖə	məndvaɖ
mə~dirə	məndir
mə~dii	məndi
ma	ma
maiika~gəlu~	maika˜glu~
m	makəɖ
makhə	makʰ
makhəɳə	makʰəɳ
magə	mag
magəvu~	magvu~
magu~	magu~
machəɳə	macʰəɳ
m	macʰli
	macʰi
maɟii	maɟi
maʈii	maʈi
maʈe	maʈe
maʈhu~	maʈʰu~
maɖii	maɖi
maɳə	maɳ
maɳəvu~	maɳvu~
maɳəsə	maɳəs
maɳəsaii	maɳsai
maɳekə	maɳek
mata	mata
matrə	matrə
matra	matra
mathakuuʈə	matʰakuʈ
mathabhare	matʰabʰare
mathu~	matʰu~
madəɭiju~	madəɭju
mada	mada
madhjəmə	madʰjəm
manə	man
manəta	manta
manədə	manəd
manəniijə	manənijə
manəpanə	manpan
manəvu~	manvu~
manəsikə	mansik
maniitu~	manitu~
manjə	manjə
mapə	map
maphii	mapʰi
mabapə	mabap
mama	mama
mamii	mami
mamuulii	mamuli
mamo	mamo
majəka~gəlu~	majka˜glu~
maja	maja
marə	mar
marəpiiʈə	marpiʈ
marəphətə	marpʰət
marəvu~	marvu~
maramarii	maramari
margə	marg
marmikə	marmik
malə	mal
malədarə	maldar
maləməta	malməta
malikə	malik
malikii	maliki
maliʃə	maliʃ
mavəɟətə	mavɟət
mavəʈhu~	mavʈʰu~
mavəɖiju~	mavəɖju~
mavətərə	mavtər
mavo	mavo
maʃii	maʃi
masə	mas
masikə	masik
maso	maso
mahitii	mahiti
maɭə	maɭ
maɭəkhu~	maɭkʰu~
maɭa	maɭa
maɭiju~	maɭiju~
maɭii	maɭi
maɭo	maɭo
ma~ɟəvu~	ma~ɟvu~
ma~ɖəvu~	ma~ɖvu~
ma~dəgii	ma~dgi
ma~dəlu~	ma~dlu~
ma~du~	ma~du~
ma~sə	ma~s
ma~saharə	ma~sahar
ma~saharii	ma~sahari
miɟagəru~	miɟagəru~
miɟaɟə	miɟaɟ
miɟaɟii	miɟaɟi
miti	miti
mitrə	mitrə
mitrəta	mitrəta
mithja	mitʰja
milkətə	milkət
milənə	milan
milavəʈə	milavəʈ
milavəvu~	milavvu~
mistrii	mistri
miʈhaii	miʈʰai
miiʈhaʃə	miʈʰaʃ
miiʈhu~	miʈʰu~
miiɳə	mi::ɳ
miiɳəbəttii	mi:ɖbətti
miiɖu~	miɖɖu~
mii~ɖhəɭə	mi~ɖʰəɭ
mii~ɖhu~	mi~ɳɖʰo
mukabəlo	mukablo
muktə	muktə
mukti	mukti
mukhəvasə	mukʰvas
mukhii	mukʰi
mukhjə	mukʰjə
mugəʈə	mugəʈ
muʈhʈhii	muʈʰʈʰi
mutərəɖii	mutərɖi
mudətə	mudət
muddələ	muddəl
muddo	muddo
mudrəkə	mudrək
mudra	mudra
muni	muni
munimə	munim
muphəlisə	mupʰlis
murəghii	murgʰi
murətijo	murətio
murəbbii	murəbbi
murəbbo	murəbbo
muradə	murad
muləkə	mulək
mulətəvii	mulətvi
muləvəɳii	muləvɳi
mulakatə	mulakat
mulajəmə	mulajəm
muʃkelə	muʃkel
muʃkelii	muʃkeli
musəddo	musəddo
musaphərə	musapʰər
musaphərii	musapʰəri
musiibətə	musibət
muslimə	muslim
mukəvu~	mukvu~
muu~gu~	mu˜gu
muchə	mucʰ
muʈhə	muʈʰ
muuɖii	muɖi
muutərə	mutər
muutərəvu~	mutərvu~
muutraʃəjə	mutraʃəj
muurəkhə	murəkʰ
muurtə	murtə
muurti	murti
muuləvəvu~	muləvvu~
muuljə	muljə
muuljə	muɭ
muuɭakʃərə	muɭakʃər
muuɭo	muɭo
muu~gu~	mu˜gu~
muu~ɟhəvəɳə	mu~ɟʰvəɳ
muuɟhavu~	mu~ɟʰavu~
mu~ɖəvu~	muɳɖvu~
mr≤utju~	mrutju~
mr≤udə~gə	mrudə˜g
meɖii	meɖi
metii	metʰi
methiipakə	metʰipak
methiiju~	metʰju~
medə	med
medənii	medni
medanə	medan
mena	mena
melə	m´l
melakhau~	m´lkʰau~
meləɖii	m´lɖi
meləvu~	melvu~
melu~	m´lu~
meʃə	m´~ʃ
meɭəvəɳə	meɭvəɳ
meɭəvəvu~	meɭəvvu~
meɭapə	meɭap
meɭavəɖo	meɭavɖo
meɭo	meɭo
me~	m´~
mokələvu	mokəlvu~
mokəɭaʃə	mokɭaʃ
mokəɭu~	mokɭu~
mokaɳə	mokaɳ
moko	møko
mokʃə	mokʃə
mogəro	mogro
mocəɳə	mocəɳ
mocii	moci
moɟəɖii	moɟɖi
moɟəməɟa	moɟməɟa
moɟəʃokhə	moɟʃokʰ
moɟu~	moɟu~
moɟudə	moɟud
moʈu~	moʈu~
moɖu~	moɖu~
moɖhu~	møɖʰu~
moɳə	moɳ
motə	møt
motijo	motijo
motii	moti
modii	modi
mobhə	mobʰ
mobhadarə	mobʰadar
morə	mor
morəco	morco
morəlii	morli
morəsə	morəs
morijo	mor(i)jo
morii	møri
molə	mol
movu~	movu~
mosəmə	mosəm
mosəmii	mosmi
mosə~bii	mosəmbi
mosaɭə	mosaɭ
mosaɭu~	mosaɭu~
mohə	moh
mohəkə	mohək
mohəvu~	mohvu~
moɭu~	møɭu~
mo~	mø~
mo~ghəvarii	mø~gʰvari
mo~ghu~	mø~˜gu~
	məun
məulvii	məulvi
məuliikə	məulik
mjanə	mjan
jəkr≤utə	jəkrut
jəɟəmanə	jəɟman
jəgnə	jəgnə
jəməduutə	jəmdut
jəʃə	jəʃ
jə~trə	jəntrə
jatəna	jatna
jatra	jatra
jadə	jad
jadii	jadi
janə	jan
jarə	jar
ja~trikə	ja~trik
jukti	jukti
jugə	jug
judhdhə	judʰdʰə
juvəkə	juvək
juvətii	juvti
juvəraɟə	juvraɟ
juvəragnii	juvragni
jogə	jogə
joganujogə	joganujog
joginii	jogini
jogii	jogi
jogjə	jogjə
joɟəkə	jo,ɟək
joɟəna	joɟna
joɟəvu~	joɟvu~
joni	joni
jəuvənə	jauban
rəkəmə	rəkəm
rəkabii	rəkabi
rəktə	rktə
rəkʃəkə	rəkʃək
rəkʃa	rəkʃa
rəkhəɖəvu~	rəkʰəɖvu~
rəkhəɖu~	rəkʰɖu~
rəkhatə	rəkʰat
rəkhe	rəkʰe
rəkhevaɭə	rəkʰevaɭ
rəgə	rəg
rəgəʃiju~	rəgəʃiju~
rəghəvaʈə	rəgvaʈ
rəcəna	rəcna
rəcəjita	rəcjita
rəcəvu~	rəcvu~
rəɟə	rəɟ
rəɟəkəɳə	rəɟkəɳ
rəɟəko	rəɟko
rəɟətə	rəɟət
rəɟənii	rəɟni
rəɟəputə	rəɟput
rəɟa	rəɟa
rəɟaii	rəɟai
rəɟaciʈhʈhii	rəɟaciʈʰʈʰi
rəʈəvu~	rəʈvu~
rəɖəvu~	rəɖvu~
rəɖaroɖə	rəɖaroɭ
rəɖhijaɭu~	rəɖʰijaɭu~
rəɳə	rəɳ
rəɳəkəvu~	rəɳəkvu~
rəɳəkarə	rəɳkar
rəɳəɟhəɳəvu~	rəɳɟʰəɳvu~
rətənə	rətən
rətələ	rətəl
rətəva	rətva
rətaʃə	rətaʃ
rətaɭu~	rətaɭu~
rəta~dhəɭu~	rəta~ndʰəɭu~
rətnə	rətnə
rəthə	rətʰ
rəddii	rəddi
rəbarii	rəbari
rəməkəɖu~	rəməkɖu~
rəməkhaɳə	rəmkʰaɳ
rəməɟhanə	rəmɟan
rəməɟhəʈə	rəmɟʰəʈ
rəmətə	rəmət
rəmətijaɭə	rəmətijaɭ
rəmərəməvu~	rəmrəmvu~
rəməvu~	rəmvu~
rəmuɟə	rəmuɟ
rəvərəvəvu~	rəvrəvvu~
rəvivarə	rəvivar
rəvo	rəvo
rəsə	rəs
rəsakəsii	rəsakəsi
rəsadarə	rəsadar
rəsajəɳə	rəsajəɳ
rəsikə	rəsik
rəsii	rəsi
rəsiidə	rəsid
rəso	rəso
rəsoiijo	rəsoijo
rəsoiijəɳə	rəsoijəɳ
rəsoii	rəsoi
rəsoɖu~	rəsoɖu~
rəsoɭii	rəsoɭi
	rəsto
rəssii	rəssi
rəhəsjə	rəhəsjə
rəheʈhaɳə	rəheʈʰaɳ
rəhevu~	rəhevu~
rəɭəvu~	rəɭvu~
rə~kə	rə˜k
rə~gə	rə˜g
rə~gəbhuumi	rə˜gəbʰumi
rə~gəɖhə~gə	rə˜gɖʰə˜g
rə~gəbhedə	rə˜bʰed
rə~gəlo	rə˜glo
rə~gəvu~	rə˜gvu~
rə~giinə	rə˜gin
raii	rai
rakʃəsə	rakʃəs
rakʃəsii	rakʃəsi
rakhə	rakʰ
rakhəɖii	rakʰɖi
rakhəvu~	rakʰvu~
rakhoɖiiju~	rakʰoɖiju~
ragə	rag
raɟə	raɟ
raɟəku~vərə	raɟku~vər
raɟəku~vərii	raɟku~vri
raɟəkarəɳə	raɟkarəɳ
raɟəkiijə	raɟkijə
raɟəkumarə	raɟkumar
raɟəgadii	raɟgadi
raɟədhanii	raɟdʰani
raɟəniiti	raɟniti
raɟənəitikə	raɟnəitik
raɟərəmətə	raɟrəmət
raɟa	raɟa
raɟii	raɟi
raɟjə	raɟjə
raɖə	raɖ
raɳii	raɳi
raɳiivasə	raɳivas
raɳo	əraɳo
ratə	rat
ratədivəsə	ratdi:vəs
ratəpaɭii	ratpaɭi
ratəvaso	ratvaso
ratu~	red
ratri	ratri
ranii	rani
raphəɖo	rapʰɖo
rabə	rab
raməɖholə	ramɖʰol
raməpatərə	rampatər
raməphəɭə	rampʰəɭ
raməbaɳə	rambaɳ
raməraɟjə	ramraɟjə
raməliila	ramlila
ramii	rami
ramo	ramo
rajəɳə	rajəɳ
ravəɳijo	ravəɳijo
ras°ʈrə	raʃʈrə
ras°ʃʈrijə	raʃʈrijə
rasə	ras
rasajəɳikə	rasajəɳik
rahətə	rahət
rahədarii	rahdari
rahəbərə	rahbər
rahuu	rahu
ra~dhəvu~	ra~dʰvu~
ribavəvu~	ribavvu~
rivaɟə	rivaɟ
risavu~	ri:savu~
riiɟhəvəvu~	riɟʰəvvu~
riiɖhu~	riɖʰu~
riitə	rit
riitəbhatə	ritbʰat
riitərivaɟə	ritrivaɟ
rii~gəɳə	ri˜gəɳ
rii~chə	ri~cʰ
ruabə	ruab
rucəvu~	rucvu~
ruci	ruci
rucikərə	rucikər
rudənə	rudən
rudhirə	rudʰir
ruu	ru
ruuɟhəvu~	ruɟʰvu~
ruuʈhəvu~	ruʈʰvu~
ruuɖu~	ruɖu~
ruuɖhə	ruɖʰ
ruuɖhi	ruɖʰi
ruupə	rup
ruupəkə	rupək
ruupərekha	ruprekʰa
ruupaɭu~	rupaɭu~
ruupa~tərə	rupa~ntər
ruupijo	rupijo
ruupu~	rupu~
ruubəruu	rubru
ruuməɟhuumə	rumɟʰum
ruumalə	rumal
ruu~dhəvu~	ru~dʰvu~
rekha	rekʰa
rekha~ʃə	reka~mʃ
recə	rec
reɖə	reɖ
reɖəvu~	reɖvu~
reɖhijaɭə	reɖʰijaɭ
reɖhu~	reɖʰu~
reɳə	reɳ
retii	reti
rebəɟhebə	rebɟʰeb
relə	rel
reləməchelə	reləmcʰel
relavu~	relavu~
relo	relo
reʃhəmə	reʃəm
resadarə	resadar
reso	reso
re~kəvu~	r´~kvu~
rokəɖə	rokəɖ
rokəɖiiju~	rokəɖiju~
rokə	rokvu~
rokaɳə	rokaɳ
rogə	rog
rogiju~	rogiju~
roɟə	roɟ
roɟəniiʃii	roɟniʃi
roɟəbəroɟə	roɟbəroɟ
roɟii	roɟi
roɟo	roɟo
roʈəlii	roʈli
rotələ	rotəl
ronəkə	ronək
ropəvu~	ropvu~
roma~cə	roma~µc
rovu~	rovu~
roɟənii	roʃni
ros°ə	roʃ
rəudrə	rəudrə
ləkəvo	ləkvo
ləkʃəɳə	ləkʃəɳ
ləkʃəmii	ləkʃmi
ləkhəpəti	ləkʰpəti
ləkhəluuʈə	ləkʰluʈ
ləkhəvu~	ləkʰvu~
ləkhaɳə	ləkʰaɳ
ləkhavəʈə	ləkʰavəʈ
ləkhoʈii	ləkʰoʈi
ləgəɖii	ləgɖi
ləgənə	ləgən
ləgəbhəgə	ləgbʰəg
ləgatarə	ləgatar
ləgamə	ləgam
ləgavəvu~	ləgavvu~
ləgii	ləgi
ləgoləgə	ləgoləg
ləgnə	ləgnə
ləghu	ləgʰu
ləghutəmə	ləgʰutəm
ləghumətii	ləgʰuməti
ləcəkəvu~	ləcəkvu~
ləcəko	ləcko
ləcəpəcə	ləcpəc
ləɟaməɳii	ləɟamɳi
ləɟavəvu~	ləɟavvu~
ləɟɟa	ləɟɟa
ləʈə	ləʈ
ləʈəkaɭu~	ləʈkaɭu~
ləʈəku~	ləʈku~
ləɖətə	ləɖət
ləɖəvu~	ləɖvu~
ləɖaii	ləɖai
ləɖajəkə	ləɖajək
ləɖhəɳə	ləɖʰəɳ
ləɳəvu~	ləɳvu~
lətə	lət
lətto	lətto
ləthəɖəvu~	lətʰəɖvu~
ləʈhəɖiiju~	lətʰəɖiju~
ləpəkəvu~	ləpəkvu~
ləpəkaro	ləpkaro
ləpəchəpə	ləpcʰəp
ləpəʈə	ləpəʈ
ləpəʈəvu~	ləpəʈvu~
ləpəɖakə	ləpɖak
ləpələpə	ləpləp
ləpəvu~	ləpvu~
ləpəsəvu~	ləpəsvu~
ləpavu~	ləpavu~
ləpeʈəvu~	ləpeʈvu~
ləpeɖəvu~	ləpeɖvu~
ləpeɖo	ləpeɖo
ləppəɖə	ləppəɖ
ləphəru~	ləpʰru~
ləbəɖəvu~	ləbəɖvu~
ləbaco	ləbaco
ləbaɖə	ləbaɖ
ləməɳaɟhikə	ləmɳaɟʰi~k
ləməɳu~	ləmɳu~
ləjə	ləj
lələkarə	ləlkar
lələkarəvu~	ləlkarvu~
lələcavəvu~	ləlcavu~
lələna	ləlna
	ləvro
ləvəvu~	ləvvu~
ləvaɟəmə	ləvaɟəm
ləvadii	ləvadi
ləvaru~	ləvaru~
ləvaro	ləvaro
ləvi~gə	ləvi˜g
ləvi~giju~	ləvi˜giju~
ləʃkərə	ləʃkər
ləsəɳə	ləsəɳ
ləsərəko	ləsərko
ləsoʈəvu~	ləsoʈvu~
ləhaɳii	ləhaɳi
ləhavo	ləhavo
ləhijo	ləhijo
ləherə	ləher
ləherii	ləheri
ləɭəvu~	ləɭvu~
lə~gəɖu~	lə˜gɖu~
lə~gəɖo	lə˜gɖo
lə~gərə	lə˜gər
lə~guurə	lə˜gur
lə~goʈiju~	lə˜goʈijo
lə~pəʈə	ləmpəʈ
lə~bəcorəsə	ləmbcorəs
lə~bodərə	ləmbodər
lakəɖii	lakɖi
lakəɖu~	lakɖu~
lakʃəɳikə	lakʃənik
lakhə	lakʰ
lakhu~	lakʰu~
lagə	lag
lagəɳii	lagɳi
lagətə	lagət
lagəvəgə	lagvəg
lagəvu~	lagvu~
lacarə	lacar
laɟə	laɟ
laʈhii	laʈʰi
laɖə	laɖ
laɖəkəvaju~	laɖəkvaju~
laɖəvo	laɖvo
laɖu	laɖu~
latə	lat
ladə	lad
ladəvu~	ladvu~
ladii	ladi
ladhəvu~	ladʰvu~
lapəʈə	lapəʈ
lapərəva	lapərva
lapəʃii	lapʃi
lapho	lapʰo
labhə	labʰ
lajəkə	lajək
lalə	lal
laləcə	laləc
laləcu~	lalcu~
laləsa	lalsa
lalaʃə	lalaʃ
lalima	lalima
lalii	lali
lavərii	lavri
lavəvu~	lavvu~
laʃə	laʃ
laɭə	laɭ
laɭo	laɭo
la~gəɳə	la~˜gəɳ
la~cə	la~c
la~bu~	la~bu~
likhitə	likʰit
liɟɟətə	liɟɟət
