Ankündigung;ʔ a n k ʏ n d ɪ ɡ ʊ ŋ
Ankurbelung;ʔ a ŋ k u r b ə l ʊ ŋ
Ankurblung;ʔ a ŋ k u r b l ʊ ŋ
Anlagemünze;ʔ a n l aː ʒ ə m ʏ n ts ə
Anlageprodukt;ʔ a n l aː ɡ ə p r o d ʊ k t
Anlass;ʔ a n l a s
Anlaß;ʔ a n l a s
Anlassen;ʔ a n l a s ə n
Anlauf;ʔ a n l aʊ f
Anleger;ʔ a n l eː ɡ ɐ
Anleihe;ʔ a n l aɪ ə
Anleitung;ʔ a n l aɪ t ʊ ŋ
Anliegen;ʔ a n l iː ɡ ə n
Anmelder;ʔ a n m ɛ l d ɐ
Annäherung;ʔ a n n ɛː ə r ʊ ŋ
Annihilation;ʔ a n i t l a ts j oː n
Annullierung;ʔ a n ʊ l iː r ʊ ŋ
Anpfiff;ʔ a n p f ɪ f
Anrecht;ʔ a n r ɛ ç t
Anreise;ʔ a n r aɪ z ə
Anreiz;ʔ a n r aɪ ts
Anrichte;ʔ a n r ɪ ç t ə
Anruf;ʔ a n r uː f
Anrufbeantworter;ʔ a n r uː f b ə ʔ a n t v ɔɐ t ɐ
Anrufer;ʔ a n r uː f ɐ
Anruferin;ʔ a n r u f ɐ r ɪ n
Ansage;ʔ a n z aː ɡ ə
Ansammlung;ʔ a n z a m l ʊ ŋ
Ansatz;ʔ a n z a t s
Anschauung;ʔ a n ʃ aʊ ʊ ŋ
Anschein;ʔ a n ʃ aɪ n
Anschlag;ʔ a n ʃ l aː k
Anschreiben;ʔ a n ʃ r aɪ b ə n
Ansicht;ʔ a n z ɪ ç t
Ansichtskarte;ʔ a n z ɪ ç t s k a r t ə
Ansiedlung;ʔ a n z iː d l ʊ ŋ
Anspielung;ʔ a n ʃ p iː l ʊ ŋ
Anspitzer;ʔ a n ʃ p ɪ t s ɐ
Ansprache;ʔ a n ʃ p r aː x ə
Anspruch;ʔ a n ʃ p r ʊ x
Anstalt;ʔ a n ʃ t a l t
Anstand;ʔ a n ʃ t a n t
Anstecker;ʔ a n ʃ t ɛ k ɐ
Ansteckungsgebiet;ʔ a n ʃ t ɛ k ʊ ŋ s ɡ ə b iː t
Anstieg;ʔ a n ʃ t iː k
Anstoß;ʔ a n ʃ t oː s
Anstrich;ʔ a n ʃ t r ɪ ç
Anstrichstoff;ʔ a n ʃ t r ɪ ç s t ɔ f
Ansturm;ʔ a n ʃ t ʊɐ m
Antagonist;ʔ a n t aː ʒ o n ɪ s t
Antaphrodisiakum;ʔ a n t a f r ɔ d iː z j aː k ʊ m
Anteil;ʔ a n t aɪ l
Antenne;ʔ a n t ɛ n ə
Anthocyan;ʔ a n t o s j aː n
Anthrazit;ʔ a n t h ɔɐ a ts iː t
Anthropologie;ʔ a n t r o p o l o ɡ iː
Anthroposophie;ʔ a n t r oː p o z o f iː
Antialkoholiker;ʔ a n t j a l k o h o l ɪ k ɐ
Antibiotikum;ʔ a n t i b j oː t i k ʊ m
Antidepressivum;ʔ a n t iː d ə p r ɛ s iː v ʊ m
Antidot;ʔ a n t i d ɔ t
Antifaschist;ʔ a n t iː f a ʃ ɪ s t
Antigen;ʔ a n t ɪ ɡ ə n
Antiguaner;ʔ a n t i ɡ u aː n ɐ
Antiguanerin;ʔ a n t i ɡ u a n ə r ɪ n
Antihistaminikum;ʔ a n t i ɪ ʃ t a m ɪ n i k ʊ m
Antike;ʔ a n t iː k ə
Antiklopfmittel;ʔ a n t iː k l ə p f m ɪ t ə l
Antikörper;ʔ a n t aɪ k œɐ b p ɐ
Antilope;ʔ a n t i l oː p ə
Antimon;ʔ a n t ɪ m ɔ n
Antimonerz;ʔ a n t i m o n ɐ ts
Antimonglanz;ʔ a n t i m o ŋ l a n ts
Antimonid;ʔ a n t i m o n iː t
Antimonsalz;ʔ a n t i m o n s a l ts
Antimuster;ʔ a n t i m ʊ s t ɐ
Antimyon;ʔ a n t iː m j oː n
Antioxidans;ʔ a n ts j ɔ k s iː d aː n s
Antiphlogistikum;ʔ a n t i f l o ɡ ɪ s t i k ʊ m
Antipilzmittel;ʔ a n t i p ɪ l ts m ɪ t ə l
Antisemit;ʔ a n t i z eː m iː t
Antithese;ʔ a n t ɪ t eː z ə
Antitranspirant;ʔ a n t i t r aː n ʃ p i r a n t
Antonym;ʔ a n t oː n yː m
Antonymie;ʔ a n t o n ʏ m iː
Antrag;ʔ a n t r aː k
Antragsdelikt;ʔ a n t r aː k s d e l ɪ k t
Antriebssystem;ʔ a n t r iː p s z ʏ s t eː m
Anwachsen;ʔ a n v a k s ə n
Anwältin;ʔ a n v ɛ l t ɪ n
Anwendungsbereich;ʔ a n v ɛ n d ʊ ŋ s b ə r aɪ ç
Anwendungsgebiet;ʔ a n v ɛ n d ʊ ŋ s ɡ ə b iː t
Anwendungsspektrum;ʔ a n v ɛ n d ʊ ŋ s ʃ p ɛ k t r ʊ m
Anwesen;ʔ a n v eː z ə n
Anwohner;ʔ a n v oː n ɐ
Anzahlung;ʔ a n ts aː l ʊ ŋ
Anzeichen;ʔ a n ts aɪ ç ə n
Anzeigegerät;ʔ a n ts aɪ ɡ eː ɡ ə r ɛː t
Anzeiger;ʔ a n ts aɪ ɡ ɐ
Anziehungskraft;ʔ a n ts iː ʊ ŋ s k r a f t
Anzug;ʔ a n ts uː k
Anzweifeln;ʔ a n ts v aɪ f ə l n
Anzweifelung;ʔ a n ts v aɪ f ə l ʊ ŋ
Äon;ʔ ɛː oː n
Aorist;ʔ a o r ɪ s t
Apartment;ʔ a p a r t m ɛ n t
Apastron;ʔ a p aː s t r oː n
Apathie;ʔ a p a t iː
Apatit;ʔ a p a t i t
Aperitif;ʔ a p e r i t iː f
Apex;ʔ aː p ɛ k s
Apfel;ʔ a p f ə l
Apfelbäckchen;ʔ a p f eː l b ɛ k ç ə n
Apfelbaum;ʔ a p f ɛ l b aʊ m
Apfelblüte;ʔ a p f ə l b l yː t ə
Apfelmännchen;ʔ a p f ə l m ɛ n ç ə n
Apfelminze;ʔ a p f ə l m ɪ n ts ə
Apfelsaft;ʔ a p f ə l z a f t
Apfelschnecke;ʔ a p f ə l ʃ n ɛ k ə
Apfelsine;ʔ a p f ə l z iː n ə
Apfelsinenbaum;ʔ a p f ə l z iː n ə n b aʊ m
Apfelsinensaft;ʔ a p f ə l z iː n ə n z a f t
Apfelstrudel;ʔ a p f ə l ʃ t r uː d ə l
Aphasie;ʔ a f a z iː
Aphel;ʔ a f ə l
Aphorismus;ʔ a f oː r ɪ s m ʊ s
Aphrodisiakum;ʔ a f r ɔ d iː z j aː k ʊ m
Apiarium;ʔ a p j a r j ʊ m
Apogäum;ʔ a p oː ɡ ɔʏ m
Apokalyptiker;ʔ a p o k a l ʏ p t iː k ɐ
Apoplexie;ʔ a p ɔ p l ɛ k s iː
Apostel;ʔ a p ɔ s t ə l
Apostroph;ʔ a p ɔ s t r oː f
Apotheke;ʔ a p o t eː k ə
Apotheker;ʔ a p o t eː k ɐ
Apotheose;ʔ a p ɔ t e o z ə
App;ʔ ɛ p
Apparat;ʔ a p a r aː t
Apparatur;ʔ a p a r aː t uːɐ ɐ
Appartement;ʔ a p a r t ə m aː
Appel;ʔ a p ə l
Appell;ʔ a p ɛ l
Appellmacher;ʔ a p ɛ l m a x ɐ
Appenzeller;ʔ a p ə n ts ɛ l ɐ
Apportierhund;ʔ a p b ɔɐ t t iː r h ʊ n t
Aprikose;ʔ a p r i k oː z ə
Aprikosenkonfitüre;ʔ a p r i k o z ə n k ɔ n f i t yː r ə
Aprikosenmarmelade;ʔ a p r i k oː z ə n m a r m ə l aː d ə
Aprikosensaft;ʔ a p r i k o z ə n z a f t
Aprikosenstein;ʔ a p r i k o z ə n ʃ t aɪ n
Aprilscherz;ʔ a p r ɪ l ʃ ɛɐ ts
Apsis;ʔ a p s ɪ s
Aquakomplex;ʔ a k a k ɔ m p l ɛ k s
Aquakultur;ʔ a k v a k ʊ l t uːɐ ɐ
Aquamarin;ʔ a k a m a r ɪ n
Aquarium;ʔ a k v aː r j ʊ m
Äquator;ʔ ɛ k v aː t oːɐ
Aquifer;ʔ a k v aɪ f ɐ
Äquivalenz;ʔ ɛ k v iː v aː l ɛ n ts
Ara;ʔ a r a
Araber;ʔ a r a b ɐ
Aragonit;ʔ a r a ɡ oː n i t
Arbeitgeber;ʔ a r b aɪ t ɡ eː b ɐ
Arbeitnehmer;ʔ a r b aɪ t n eː m ɐ
Arbeitsarzt;ʔ a r b aɪ t s ʔ a r ts t
Arbeitsbereich;ʔ a r b aɪ t s b ə r aɪ ç
Arbeitsbuch;ʔ a r b aɪ t s b uː x
Arbeitsdienst;ʔ a r b aɪ t s d iː n s t
Arbeitseinsatz;ʔ a r b aɪ t s ʔ aɪ n z a t s
Arbeitsfeld;ʔ a r b aɪ t s f ɛ l t
Arbeitsfläche;ʔ a r b aɪ t s f l ɛ ç ə
Arbeitsgruppe;ʔ a r b aɪ t s ɡ r ʊ p ə
Arbeitskamerad;ʔ a r b aɪ t s k a m ə r aː t
Arbeitskreis;ʔ a r b aɪ t s k r aɪ s
Arbeitslager;ʔ a r b aɪ t s l aː ɡ ɐ
Arbeitsleistung;ʔ a r b aɪ t s l aɪ s t ʊ ŋ
Arbeitslohn;ʔ a r b aɪ t s l oː n
Arbeitslose;ʔ a r b aɪ t s l oː z ə
Arbeitslosigkeit;ʔ a r b aɪ t s l oː z ɪ ç k aɪ t
Arbeitsmarkt;ʔ a r b aɪ t s m a r k t
Arbeitsmensch;ʔ a r b aɪ t s m ɛ n ʃ
Arbeitsniederlegung;ʔ a r b aɪ t s n iː d ɐ l eː ɡ ʊ ŋ
Arbeitspass;ʔ a r b aɪ t s p a s
Arbeitsplatz;ʔ a r b aɪ t s p l a t s
Arbeitsschritt;ʔ a r b aɪ t s ʃ r ɪ t
Arbeitsschutz;ʔ a r b aɪ t s ʃ ʊ t s
Arbeitstisch;ʔ a r b aɪ t s t ɪ ʃ
Arbeitsunfähigkeit;ʔ a r b aɪ t s ʔ ʊ n f ɛː ɪ ç k aɪ t
Arbeitszimmer;ʔ a r b aɪ t s t s ɪ m ɐ
Archäologe;ʔ a r ç ɛ o l oː ɡ ə
Archäologin;ʔ a r ç ɛ o l oː ɡ ɪ n
Archipel;ʔ a r ç i p eː l
Architekturmuster;ʔ a r ç i t ɛ k t ʊɐ s m ʊ s t ɐ
Archivar;ʔ a r ç i v aː r
Areal;ʔ a r e aː l
Arena;ʔ a r eː n a
Argentinier;ʔ a r ɡ ə n t iː n j ɐ
Argentit;ʔ a r ɡ ə n t iː t
Ärgernis;ʔ ɛɐ ɡ ɐ n ɪ s
Arglosigkeit;ʔ a r ɡ l oː z ɪ ç k aɪ t
Argument;ʔ a r ɡ u m ɛ n t
Argumentation;ʔ a r ɡ u m ɛ n t a ts j oː n
Argwohn;ʔ a r ɡ v oː n
Argyrodit;ʔ a r ɡ i r o d iː t
Arie;ʔ aː r j ə
Arier;ʔ aː r j ɐ
Aristokrat;ʔ a r ɪ s t o k r aː t
Arithmetik;ʔ a r ɪ t m eː t ɪ k
Armaturenbrett;ʔ a r m a t uː r ə n b r ɛ t
Armband;ʔ a r m b a n t
Armbrustschütze;ʔ a r m b r ʊ s t ʃ ʏ t s ə
Armee;ʔ a r m eː
Ärmel;ʔ ɛɐ m ə l
Armenhaus;ʔ a r m ə n h aʊ s
Armenier;ʔ a r m e n iː ə
Armenierin;ʔ a r m e n iː r ɪ n
Armutszeugnis;ʔ a r m ʊ t s t s ɔʏ k n ɪ s
Aroma;ʔ a r oː m a
Aromastoff;ʔ a r o m ʔ a s t ɔ f
Arrangement;ʔ a r ã ʒ ə m aː
Arrest;ʔ a r ɛ s t
Arroganz;ʔ a r o ɡ a n ts
Arsabenzol;ʔ a r z a b ə n ts oː l
Arsan;ʔ a r z a n
Arsch;ʔ a r ʃ
Arschbacke;ʔ a r ʃ b a k ə
Arschgesicht;ʔ a r ʃ ɡ ə z ɪ ç t
Arschkriecher;ʔ a r ʃ k r iː ç ɐ
Arschkriecherei;ʔ a r ʃ k r iː ç ə r aɪ
Arschlecker;ʔ a r ʃ l ɛ k ɐ
Arschloch;ʔ a r ʃ l ɔ x
Arsenal;ʔ a r z ə n aː l
Arsenat;ʔ a r z ə n aː t
Arsenatom;ʔ a r z ə n aː t ə m
Arsenbergwerk;ʔ a r z ə n b ɐ ɡ v ɐ k
Arsenid;ʔ a r z e n iː t
Arsenikesser;ʔ a r z e n ɪ k ə s ɐ
Arsenit;ʔ a r z ə n ɪ t
Arsenkies;ʔ a r z ə n k iː s
Arsenkupfer;ʔ a r z ə n k ʊ p f ɐ
Arsenmonosulfid;ʔ a r z ə n m oː n o z ʊ l f ɪ t
Arsenmord;ʔ a r z ə n m oːɐ r t
Arsenobetain;ʔ a r z ə n o b ə t ə ʔ ɪ n
Arsenocholin;ʔ a r z ə n ɔ x ʔ oː l iː n
Arsenolipid;ʔ a r z ə n o l ɪ p iː t
Arsenolith;ʔ a r z ə n o l ɪ t
Arsenopyrit;ʔ a r z ə n ʔ o p i r ɪ t
Arsenosaccharid;ʔ a r z ə n o z a k s ʔ a r ɪ d
Arsenpentachlorid;ʔ a r z ə n p ə n t a x l o r iː t
Arsensulfid;ʔ a r z ɛ n z ʊ l f ɪ t
Arsentribromid;ʔ a r z ə n t r aɪ b r o m iː t
Arsentrichlorid;ʔ a r z ə n t r ɪ ç l o r iː t
Arsentriiodid;ʔ a r z ə n t r iː j o d iː t
Arsentrioxid;ʔ a r z ə n t r iː ɔ k s iː t
Arsentrisulfid;ʔ a r z ə n t r i z ʊ l f ɪ t
Arsenwasserstoff;ʔ a r z ə n v a s ɐ ʃ t ɔ f
Arsin;ʔ a r z iː n
Arsoran;ʔ a r z o r aː n
Arsphenamin;ʔ a r s f ə n a m iː n
Art;ʔ aː r t
Artensterben;ʔ a r t ə n ʃ t ɐ b ə n
Arterie;ʔ a r t ə r iː
Artgenosse;ʔ a r t ɡ ə n ɔ s ə
Artillerie;ʔ a r t ɪ l ə r iː
Artischocke;ʔ a r t ɪ ʃ ɔ k ə
Artist;ʔ a r t ɪ s t
Arylamin;ʔ a r ʏ l a m ɪ n
Arznei;ʔ aː r ts n aɪ
Arzneimittel;ʔ aː r ts n aɪ m ɪ t ə l
Arzneimittelgesetz;ʔ aː r ts n aɪ m ɪ t ə l ɡ ə z ɛ t s
Arzneistoff;ʔ aː r ts n aɪ s t ɔ f
Ärzteblatt;ʔ ɛɐ ts t ə b l a t
Arzthelfer;ʔ a r ts t h ɛ l f ɐ
Arzthelferin;ʔ a r ts t h ɛ l f ə r ɪ n
Ärztin;ʔ ɛɐ r ts t iː n
Äsche;ʔ ɛ ʃ ə
Aschenbecher;ʔ a ʃ ə n b ɛ ç ɐ
Aschenbrot;ʔ a ʃ ə n b r oː t
Aschenkuchen;ʔ a ʃ ə n k uː x ə n
Asiate;ʔ a z j aː t ə
Asiatin;ʔ a z j aː t ɪ n
Askese;ʔ a s k ə z ə
Asparagin;ʔ a s p a r a ɡ ɪ n
Asparaginsäure;ʔ a s p a r a ɡ ɪ n z ɔʏ r ə
Aspartam;ʔ a s p a r t a m
Aspartat;ʔ a s p aː r t aː t
Aspekt;ʔ a s p ɛ k t
Asphalt;ʔ a s f a l t
Aspik;ʔ a s p ɪ k
Aspirant;ʔ a s p i r a n t
Aspirin;ʔ a s p i r iː n
Assassine;ʔ a s a s ɪ n ə
Ass;ʔ a s
Assembler;ʔ a s ɛ m b l ɐ
Assemblersprache;ʔ a s ɛ m b l ɐ ʃ p r aː x ə
Assimilation;ʔ a s i m i l a ts j oː n
Assistent;ʔ a s ɪ s t ɛ n t
Assistentin;ʔ a s ɪ s t ɛ n t ɪ n
Assistenz;ʔ a s ɪ s t ɛ n ts
Assyrer;ʔ a s z yː r ɐ
Assyriologe;ʔ a s z i r i o l oː ɡ ə
Assyriologin;ʔ a s z i r i o l oː ɡ ɪ n
Ast;ʔ a s t
Astat;ʔ a s t a t
Asteroid;ʔ a s t e r ɔʏ t
Asthenosphäre;ʔ a s t ə n o s f ɛː r ə
Ästhetik;ʔ ɛ s t eː t ɪ k
Asthma;ʔ a s t m a
Asthmamittel;ʔ a s t h m aː m ɪ t ə l
Astronaut;ʔ a s t r o n aʊ t
Astronom;ʔ a s t r oː n oː m
Astronomin;ʔ a s t r o n oː m iː n
Astrozyt;ʔ a s t r oː ts yː t
Asylrecht;ʔ a z yː l r ɛ ç t
Asymptote;ʔ a z ʏ m p t oː t ə
Atavismus;ʔ a t a v ɪ s m ʊ s
Ataxie;ʔ a t a k s j ə
Atelier;ʔ a t ə l j eː
Atem;ʔ aː t ə m
Atemgas;ʔ aː t ə m ɡ a s
Atemgerät;ʔ aː t ə m ɡ ə r ɛː t
Atemluft;ʔ aː t ə m l ʊ f t
Atemstillstand;ʔ aː t ə m ʃ t ɪ l ʃ t a n t
Atemweg;ʔ aː t ə m v eː k
Atheist;ʔ a t e ʔ ɪ s t
Äther;ʔ ɛː t ɐ
Äthiopier;ʔ ɛ t j oː p j ɐ
Äthiopierin;ʔ ɛ t j oː p iː r ɪ n
Athlet;ʔ a t l ə t
Athletenherz;ʔ a t l ə t ə n h ɐ ts
Äthyl;ʔ ɛ t yː l
Atmosphäre;ʔ a t m o s f ɛː r ə
Atoll;ʔ a t ɔ l
Atom;ʔ a t ɔ m
Atombombe;ʔ a t oː m b ɔ m b ə
Atomgewicht;ʔ a t ɔ m ɡ ə v ɪ ç t
Atomkern;ʔ a t oː m k ɐ n
Atommasse;ʔ a t oː m a s ə
Atommodell;ʔ a t oː m o d ɛ l
Atomphysiker;ʔ a t ɔ m f y z ɪ k ɐ
Atompilz;ʔ a t oː m p ɪ l ts
Atomprozent;ʔ a t oː m p r o ts ɛ n t
Atomreaktor;ʔ a t o m r e a k t ɔ r
Atomspaltung;ʔ a t oː m ʃ p a l t ʊ ŋ
Atomwaffe;ʔ a t oː m v a f ə
Atrium;ʔ a t r i ʊ m
Atriumhaus;ʔ a t r i ʊ m h aʊ s
Atrophie;ʔ a t r oː f iː
Attaché;ʔ a t a x eː
Attentat;ʔ a t ə n t aː t
Attentäter;ʔ a t ə n t ɛː t ɐ
Attrappe;ʔ a t r a p ə
Attribut;ʔ a t r i b u t
Au;ʔ aʊ
Aubergine;ʔ oː b ɐ ʒ iː n ə
Audienz;ʔ aʊ d j ɛ n ts
Audiodatei;ʔ aʊ d j o d a t aɪ
Auerhahn;ʔ aʊ ɐ h aː n
Auerhuhn;ʔ aʊ ɐ h uː n
Auerochse;ʔ aʊ ə r ɔ x z ə
Auerrind;ʔ aʊ ɐ r ɪ n t
Aufbietung;ʔ aʊ f b iː t ʊ ŋ
Aufbruch;ʔ aʊ f b r ʊ x
Aufenthalt;ʔ aʊ f ʔ ɛ n t h a l t
Aufenthaltsort;ʔ aʊ f ʔ ɛ n t h a l t s f r t
Auferstehung;ʔ aʊ f ɐ ʃ t eː ʊ ŋ
Auffassung;ʔ aʊ f f a s ʊ ŋ
Aufgebot;ʔ aʊ f ɡ ə b oː t
Aufheizen;ʔ aʊ f h aɪ ts ə n
Aufkommen;ʔ aʊ f k ɔ m ə n
Auflage;ʔ aʊ f l aː ɡ ə
Auflauf;ʔ aʊ f l aʊ f
Auflösen;ʔ aʊ f l øː z ə n
Aufmachung;ʔ aʊ f m a x ʊ ŋ
Aufmarsch;ʔ aʊ f m a r ʃ
Aufmerksamkeit;ʔ aʊ f m ɛɐ k z aː m k aɪ t
Aufprall;ʔ aʊ f p r a l
Aufräumen;ʔ aʊ f r ɔʏ m ə n
Aufrührer;ʔ aʊ f r yː r ɐ
Aufrührerin;ʔ aʊ f r yː r ə r ɪ n
Aufrüstung;ʔ aʊ f r ʏ s t ʊ ŋ
Aufsatz;ʔ aʊ f z a t s
Aufschluss;ʔ aʊ f ʃ l ʊ s
Aufseher;ʔ aʊ f z eːɐ
Aufsetzen;ʔ aʊ f z ɛ t s ə n
Aufsichtsrat;ʔ aʊ f z ɪ ç t s r aː t
Aufsteiger;ʔ aʊ f ʃ t aɪ ɡ ɐ
Aufstieg;ʔ aʊ f ʃ t iː k
Auftrag;ʔ aʊ f t r aː k
Auftraggeber;ʔ aʊ f t r aː k ɡ eː b ɐ
Auftragseingang;ʔ aʊ f t r aː k s ʔ aɪ n ɡ a ŋ
Auftragsmörder;ʔ aʊ f t r aː k s m øː r d ɐ
Auftrieb;ʔ aʊ f t r iː p
Auftritt;ʔ aʊ f t r ɪ t
Aufwand;ʔ aʊ f v a n t
Aufweichung;ʔ aʊ f v aɪ ç ʊ ŋ
Aufzählung;ʔ aʊ f ts ɛː l ʊ ŋ
Aufzeichnung;ʔ aʊ f ts aɪ ç n ʊ ŋ
Aufzug;ʔ aʊ f ts uː k
Augapfel;ʔ aʊ ɡ a p f ə l
Augenarzt;ʔ aʊ ɡ ə n ʔ a r ts t
Augenentzündung;ʔ aʊ ɡ ə n ʔ ɛ n t t s ʏ n d ʊ ŋ
Augenfarbe;ʔ aʊ ɡ ə n f a r b ə
Augenglas;ʔ aʊ ɡ ə n ɡ l aː s
Augeninnendruck;ʔ aʊ ɡ ə n ɪ n ə n d r ʊ k
Augenkrankheit;ʔ aʊ ɡ ə n k r a ŋ k h aɪ t
Augenlid;ʔ aʊ ɡ ə n l ɪ t
Augenralle;ʔ aʊ ɡ ə n r a l ə
Augenschein;ʔ aʊ ɡ ə n ʃ aɪ n
Augenwimper;ʔ aʊ ɡ ə n v ɪ m p ɐ
Augenwischerei;ʔ aʊ ɡ ə n v ɪ ʃ ə r aɪ
Augenzeuge;ʔ aʊ ɡ ə n ts ɔʏ ɡ ə
Augsburger;ʔ aʊ k s b ʊɐ ɡ ɐ
Augur;ʔ aʊ ɡ ʊɐ s
Auktionator;ʔ aʊ k ts j o n a t ɔ r
Auktion;ʔ aʊ k ts j oː n
Aula;ʔ aʊ l a
Aura;ʔ aʊ r a
Auripigment;ʔ aʊ r ɪ p ɪ n m ɛ n t
Aus;ʔ aʊ s
Ausbau;ʔ aʊ s b aʊ
Ausbausprache;ʔ aʊ s b aʊ ʃ p r aː x ə
Ausbeute;ʔ aʊ s b ɔʏ t ə
Ausbeuter;ʔ aʊ s b ɔʏ t ɐ
Ausbeuterei;ʔ aʊ s b ɔʏ t ə r aɪ
Ausbeuterin;ʔ aʊ s b ɔʏ t ə r ɪ n
Ausbund;ʔ aʊ s b ʊ n t
Ausdehnung;ʔ aʊ s d eː n ʊ ŋ
Ausfall;ʔ aʊ s f a l
Ausflug;ʔ aʊ s f l uː k
Ausführung;ʔ aʊ s f yː r ʊ ŋ
Ausgabe;ʔ aʊ s ɡ aː b ə
Ausgangsmaterial;ʔ aʊ s ɡ a ŋ s m aː t ə r j aː l
Ausgangspunkt;ʔ aʊ s ɡ a ŋ s p ʊ ŋ k t
Ausgangssperre;ʔ aʊ s ɡ a ŋ s ʃ p ɛ r ə
Ausgangsstoff;ʔ aʊ s ɡ a ŋ s ʃ t ɔ f
Ausgangssubstanz;ʔ aʊ s ɡ a ŋ s z ʊ p s t a n ts
Ausgrabung;ʔ aʊ s ɡ r aː b ʊ ŋ
Aushang;ʔ aʊ s h a ŋ
Aushelfer;ʔ aʊ s h ɛ l f ɐ
Aushelferin;ʔ aʊ s h ɛ l f ə r ɪ n
Aushilfe;ʔ aʊ s h ɪ l f ə
Auskommen;ʔ aʊ s k ɔ m ə n
Auskunft;ʔ aʊ s k ʊ n f t
Ausländer;ʔ aʊ s l ɛ n d ɐ
Ausländerin;ʔ aʊ s l ɛ n d ə r ɪ n
Auslassungszeichen;ʔ aʊ s l a s ʊ ŋ s ts aɪ ç ə n
Auslassventil;ʔ aʊ s l a s v ɛ n t iː l
Auslese;ʔ aʊ s l eː z ə
Auslöseimpuls;ʔ aʊ s l øː z aɪ m p ʊ l s
Auslöser;ʔ aʊ s l øː z ɐ
Auslösung;ʔ aʊ s l øː z ʊ ŋ
Ausmaß;ʔ aʊ s m aː s
Ausnahme;ʔ aʊ s n aː m ə
Ausnahmefall;ʔ aʊ s n aː m ə f a l
Ausnahmezustand;ʔ aʊ s n aː m ə ts uː ʃ t a n t
Ausnutzung;ʔ aʊ s n ʊ t s ʊ ŋ
Ausrede;ʔ aʊ s r eː d ə
Ausreise;ʔ aʊ s r aɪ z ə
Ausreißer;ʔ aʊ s r aɪ s ɐ
Ausrufezeichen;ʔ aʊ s r uː f ə ts aɪ ç ə n
Ausrutscher;ʔ aʊ s r ʊ t ʃ ɐ
Aussage;ʔ aʊ s z aː ɡ ə
Aussatz;ʔ aʊ s z a t s
Ausschlag;ʔ aʊ s ʃ l aː k
Ausschluss;ʔ aʊ s ʃ l ʊ s
Ausschlusskategorie;ʔ aʊ s ʃ l ʊ s k a t e ɡ o r iː
Ausschlussverfahren;ʔ aʊ s ʃ l ʊ s f ɐ f aː r ə n
Ausschlußverfahren;ʔ aʊ s ʃ l ʊ s f ɐ f aː r ə n
Ausschuss;ʔ aʊ s ʃ ʊ s
Ausschüttung;ʔ aʊ s ʃ ʏ t ʊ ŋ
Außenbordeinsatz;ʔ aʊ s ə n b ɔɐ t ə aɪ n z a t s
Außenborder;ʔ aʊ s ə n b ɔɐ t ə n ɐ
Außenelektron;ʔ aʊ s ə n eː l ɛ k t r oː n
Außenminister;ʔ aʊ s ə n m i n ɪ s t ɐ
Außenministerium;ʔ aʊ s ə n m i n ɪ s t eːɐ j ʊ m
Außenpolitik;ʔ aʊ s ə n p o l i t iː k
Außenseiter;ʔ aʊ s ə n z aɪ t ɐ
Aussenwand;ʔ aʊ s ə n v a n t
Außenwand;ʔ aʊ s ə n v a n t
Äußerlichkeit;ʔ ɔʏ s ɐ l ɪ ç k aɪ t
Äußerung;ʔ ɔʏ s ə r ʊ ŋ
Aussprache;ʔ aʊ s ʃ p r aː x ə
Aussprachewörterbuch;ʔ aʊ s ʃ p r aː x ə v œɐ t ə n r b uː x
Ausstand;ʔ aʊ s ʃ t a n t
Aussteller;ʔ aʊ s ʃ t ɛ l ɐ
Ausstellung;ʔ aʊ s ʃ t ɛ l ʊ ŋ
Aussteuer;ʔ aʊ s ʃ t ɔʏ ɐ
Ausstieg;ʔ aʊ s ʃ t iː k
Ausstiegstür;ʔ aʊ s ʃ t iː k ʃ t yː r
Ausstrahlung;ʔ aʊ s ʃ t r aː l ʊ ŋ
Außwirckung;ʔ aʊ s v i r k ʊ ŋ
Außwirkung;ʔ aʊ s v i r k ʊ ŋ
Austausch;ʔ aʊ s t aʊ ʃ
Austenit;ʔ aʊ s t ə n ɪ t
Auster;ʔ aʊ s t ɐ
Austragungsort;ʔ aʊ s t r aː ɡ ʊ ŋ s ʔ ɔɐ t
Australier;ʔ aʊ s t r aː l j ɐ
Austritt;ʔ aʊ s t r ɪ t
Austrocknen;ʔ aʊ s t r ɔ k n ə n
Austrofaschismus;ʔ aʊ s t r o f ʔ a ʃ ɪ s m ʊ s
Auswahl;ʔ aʊ s v aː l
Auswanderer;ʔ aʊ s v a n d ə r ɐ
Auswanderung;ʔ aʊ s v a n d ə r ʊ ŋ
Ausweg;ʔ aʊ s v eː k
Ausweis;ʔ aʊ s v aɪ s
Auswertung;ʔ aʊ s v eːɐ t ʊ ŋ
Auswirckung;ʔ aʊ s v i r k ʊ ŋ
Auswirkung;ʔ aʊ s v ɪɐ k ʊ ŋ
Auszahlung;ʔ aʊ s ts aː l ʊ ŋ
Auszählung;ʔ aʊ s ts ɛː l ʊ ŋ
Auszeichnung;ʔ aʊ s ts aɪ ç n ʊ ŋ
Auszug;ʔ aʊ s ts uː k
Autler;ʔ aʊ t l ɐ
Autoabgas;ʔ aʊ t o ʔ a p ɡ aː s
Autobahn;ʔ aʊ t o b aː n
Autobahnknoten;ʔ aʊ t o b aː n k n oː t ə n
